Date,Close,Action,CurrentSplit,BuyAmount,SellAmount,Shares,AvgPrice,Cash,StockValue,TotalAsset,Peak,Drawdown
2022-02-03,344.3135986328125,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,89642759.00284603,306847830.0234103,319417832.3568487,-0.039352850905942476
2022-02-04,348.6570739746094,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,90773591.81004727,307978662.8306115,319417832.3568487,-0.03581255762031947
2022-02-07,345.8523254394531,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,90043369.71600582,307248440.73657006,319417832.3568487,-0.03809866071185155
2022-02-08,349.73809814453125,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,91055038.69313684,308260109.7137011,319417832.3568487,-0.034931433103842335
2022-02-09,357.1492614746094,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,92984550.42594938,310189621.44651365,319417832.3568487,-0.02889071922579904
2022-02-10,349.06610107421875,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,90880082.86314976,308085153.883714,319417832.3568487,-0.03547916654970597
2022-02-11,337.9931335449219,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,87997212.81788717,305202283.83845145,319417832.3568487,-0.04450455509483227
2022-02-14,338.4118957519531,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,88106238.42638321,305311309.44694746,319417832.3568487,-0.04416322910281875
2022-02-15,346.82623291015625,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,90296928.54445168,307501999.5650159,319417832.3568487,-0.03730484520513751
2022-02-16,346.738525390625,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,90274093.70996563,307479164.7305299,319417832.3568487,-0.03737633412082365
2022-02-17,336.4252624511719,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,87589014.32917617,304794085.34974045,319417832.3568487,-0.045782500304400175
2022-02-18,332.5881042480469,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,86590002.23838346,303795073.25894773,319417832.3568487,-0.04891010305413218
2022-02-22,329.2477111816406,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,85720323.98049401,302925395.0010583,319417832.3568487,-0.05163280094320263
2022-02-23,320.8139953613281,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,83524588.58758259,300729659.60814685,319417832.3568487,-0.0585069800605989
2022-02-24,331.5947570800781,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,86331382.24446523,303536453.2650295,319417832.3568487,-0.04971976352928472
2022-02-25,336.7369079589844,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,87670151.88302849,304875222.90359277,319417832.3568487,-0.04552848332214956
2022-02-28,337.7398986816406,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,87931282.59639613,305136353.6169604,319417832.3568487,-0.0447109625486822
2022-03-01,332.5686340332031,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,86584933.12759636,303790004.14816064,319417832.3568487,-0.04892597289693241
2022-03-02,338.14898681640625,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,88037789.54012805,305242860.5606923,319417832.3568487,-0.04437752172934523
2022-03-03,333.318603515625,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,86780189.23667596,303985260.25724024,319417832.3568487,-0.04831468545678266
2022-03-04,328.48809814453125,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,85522557.15196502,302727628.1725293,319417832.3568487,-0.0522519486816672
2022-03-07,316.373046875,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,82368378.44518705,299573449.4657513,319417832.3568487,-0.06212672205767017
2022-03-08,314.902587890625,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,81985541.40104093,299190612.42160517,319417832.3568487,-0.06332526830451346
2022-03-09,326.2384338378906,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,84936852.38724396,302141923.4078082,319417832.3568487,-0.05408561200722241
2022-03-10,322.6156005859375,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,83993640.24168283,301198711.2622471,319417832.3568487,-0.057038522114343036
2022-03-11,315.92510986328125,관망,40,0.0,0.0,260352.07252573274,384.09527156775823,217205071.02056426,82251757.11582509,299456828.1363894,319417832.3568487,-0.06249182793952222
