Date,Close,RSI,Mode,Action,BuyAmount,SellAmount,Shares,Cash,StockValue,TotalAsset
2012-12-14,57.59326553344727,34.00245177778035,중립,관망,0,0.0,68369.40695649799,120862521.99185246,3937617.4092099057,124800139.40106237
2012-12-21,58.37062454223633,34.57965285458165,중립,관망,0,0.0,68369.40695649799,120862521.99185246,3990764.9836331047,124853286.97548556
2012-12-28,57.099365234375,30.698476384021063,중립,관망,0,0.0,68369.40695649799,120862521.99185246,3903849.7386666974,124766371.73051916
2013-01-04,59.65084838867188,45.3492723128312,중립,관망,0,0.0,68369.40695649799,120862521.99185246,4078293.12878547,124940815.12063794
2013-01-11,60.2148323059082,46.06383338786286,중립,관망,0,0.0,68369.40695649799,120862521.99185246,4116852.3747399203,124979374.36659238
2013-01-18,60.04473876953125,52.54822866961745,상승,매수,1000000,0.0,85023.6554467493,119862521.99185246,5105223.180530694,124967745.17238316
2013-01-25,59.98207473754883,56.02467445544374,상승,매수,1000000,0.0,101695.30284099988,118862521.99185246,6099895.255466516,124962417.24731898
2013-02-01,60.57295989990234,59.33867617882596,상승,매수,1000000,0.0,118204.31943276813,117862521.99185246,7159985.50099631,125022507.49284877
2013-02-08,60.8683967590332,61.00160869034687,상승,매수,1000000,0.0,134633.2062319197,116862521.99185246,8194907.41386523,125057429.40571769
2013-02-15,60.65353775024414,68.01312102907147,상승,매수,1000000,0.0,151120.29069709542,115862521.99185246,9165980.256624145,125028502.24847661
2013-02-22,60.10742568969727,70.81890072544286,과열,전량매도,0,9083451.643281113,0.0,124945973.63513358,0.0,124945973.63513358
2013-03-01,60.322265625,64.04664578980478,상승,매수,1000000,0.0,16577.626679617937,123945973.63513358,1000000.0,124945973.63513358
2013-03-08,61.566673278808594,65.72525302702027,상승,매수,1000000,0.0,32820.18043059675,122945973.63513358,2020629.3255220978,124966602.96065567
2013-03-15,61.47587203979492,70.8276488722463,과열,전량매도,0,2017649.2124743473,0.0,124963622.84760793,0.0,124963622.84760793
2013-03-22,61.547630310058594,72.81554765651654,과열,관망,0,0.0,0.0,124963622.84760793,0.0,124963622.84760793
2013-03-29,61.88862991333008,71.37413921614439,과열,관망,0,0.0,0.0,124963622.84760793,0.0,124963622.84760793
2013-04-05,60.89259338378906,73.84370138328059,과열,관망,0,0.0,0.0,124963622.84760793,0.0,124963622.84760793
2013-04-12,62.759056091308594,71.37888365639633,과열,관망,0,0.0,0.0,124963622.84760793,0.0,124963622.84760793
2013-04-19,61.09897994995117,55.28453023053899,상승,매수,1000000,0.0,16366.885352572881,123963622.84760793,1000000.0,124963622.84760793
2013-04-26,62.427040100097656,62.50762066283145,상승,매수,1000000,0.0,32385.58491604034,122963622.84760793,2021736.2082187682,124985359.0558267
2013-05-03,64.71520233154297,70.14285839521571,과열,전량매도,0,2095839.6804669166,0.0,125059462.52807485,0.0,125059462.52807485
2013-05-10,65.54972076416016,70.74941869157098,과열,관망,0,0.0,0.0,125059462.52807485,0.0,125059462.52807485
2013-05-17,66.67137908935547,72.63473932398297,과열,관망,0,0.0,0.0,125059462.52807485,0.0,125059462.52807485
2013-05-24,65.87279510498047,69.47124121821189,상승,매수,1000000,0.0,15180.773768690326,124059462.52807485,1000000.0,125059462.52807485
2013-05-31,65.72917938232422,71.62216131087274,과열,전량매도,0,997819.8022047285,0.0,125057282.33027957,0.0,125057282.33027957
2013-06-07,65.85479736328125,71.42605152109128,과열,관망,0,0.0,0.0,125057282.33027957,0.0,125057282.33027957
2013-06-14,64.85877227783203,62.99953063325948,상승,매수,1000000,0.0,15418.114849851827,124057282.33027957,1000000.0,125057282.33027957
2013-06-21,63.39866256713867,56.85160244263553,상승,매수,1000000,0.0,31191.318250491517,123057282.33027957,1977487.8607871458,125034770.19106671
2013-06-28,64.1548080444336,58.85826638981992,상승,매수,1000000,0.0,46778.61451840959,122057282.33027957,3001073.0350131216,125058355.3652927
2013-07-05,65.33403015136719,61.075398562587296,상승,매수,1000000,0.0,62084.57372042391,121057282.33027957,4056235.4113849546,125113517.74166453
2013-07-12,67.78247833251953,70.25637666810371,과열,전량매도,0,4208246.2729883455,0.0,125265528.60326792,0.0,125265528.60326792
2013-07-19,67.14337158203125,63.89257292826575,상승,매수,1000000,0.0,14893.5029093418,124265528.60326792,999999.9999999999,125265528.60326792
2013-07-26,67.84552001953125,72.75942148796491,과열,전량매도,0,1010457.449796696,0.0,125275986.05306461,0.0,125275986.05306461
2013-08-02,69.2857437133789,72.96402069097644,과열,관망,0,0.0,0.0,125275986.05306461,0.0,125275986.05306461
2013-08-09,68.85367584228516,65.82288708955699,상승,매수,1000000,0.0,14523.55284982286,124275986.05306461,1000000.0,125275986.05306461
2013-08-16,67.94450378417969,59.104153542188016,상승,매수,1000000,0.0,29241.44678244205,123275986.05306461,1986795.5915645228,125262781.64462914
2013-08-23,69.01567840576172,58.94657247791687,상승,매수,1000000,0.0,43730.90806283013,122275986.05306461,3018118.2872562166,125294104.34032083
2013-08-30,67.93550109863281,57.70629414480923,상승,매수,1000000,0.0,58450.75238322662,121275986.05306461,3970881.1527466066,125246867.20581122
2013-09-06,69.24976348876953,62.094983825301725,상승,매수,1000000,0.0,72891.23491515864,120275986.05306461,5047700.778279075,125323686.8313437
2013-09-13,70.26692199707031,64.28293400972602,상승,매수,1000000,0.0,87122.68225309232,119275986.05306461,6121842.71805358,125397828.7711182
2013-09-20,71.31758117675781,70.83476486321794,과열,전량매도,0,6213378.963921789,0.0,125489365.0169864,0.0,125489365.0169864
2013-09-27,71.38982391357422,78.31293515137868,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-10-04,71.68775939941406,77.58514620399328,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-10-11,71.53425598144531,74.54897070711098,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-10-18,74.17066192626953,74.92222519867846,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-10-25,74.84778594970703,79.96834107594046,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-11-01,74.76654052734375,78.28750506719885,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-11-08,74.52275848388672,73.72500224660072,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-11-15,75.80484008789062,79.23869880356318,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-11-22,75.8319320678711,85.83616363254431,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-11-29,77.4029541015625,86.4515435928281,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-12-06,77.646728515625,95.5144552654125,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-12-13,76.6083984375,85.40407166040083,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-12-20,78.34624481201172,86.35062669529023,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2013-12-27,79.27002716064453,86.19299309226037,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2014-01-03,78.47303771972656,80.24193259425411,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2014-01-10,79.0708236694336,80.73519556621302,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2014-01-17,79.59612274169922,82.55330999804684,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2014-01-24,78.56358337402344,70.37779987754683,과열,관망,0,0.0,0.0,125489365.0169864,0.0,125489365.0169864
2014-01-31,78.13789367675781,65.62661025387928,상승,매수,1000000,0.0,12797.887848587488,124489365.0169864,1000000.0,125489365.0169864
2014-02-07,79.0708236694336,68.9133674967029,상승,매수,1000000,0.0,25444.77773278342,123489365.0169864,2011939.533416848,125501304.55040325
2014-02-14,81.34420776367188,75.43694540778442,과열,전량매도,0,2069785.2863959863,0.0,125559150.30338238,0.0,125559150.30338238
2014-02-21,81.452880859375,73.08123046685007,과열,관망,0,0.0,0.0,125559150.30338238,0.0,125559150.30338238
2014-02-28,82.16388702392578,74.50626754682796,과열,관망,0,0.0,0.0,125559150.30338238,0.0,125559150.30338238
2014-03-07,82.33671569824219,71.41229962743252,과열,관망,0,0.0,0.0,125559150.30338238,0.0,125559150.30338238
2014-03-14,80.64505004882812,61.55979386295181,상승,매수,1000000,0.0,12400.017104515782,124559150.30338238,1000000.0000000001,125559150.30338238
2014-03-21,81.1302490234375,68.21033096955767,상승,매수,1000000,0.0,24725.87598005199,123559150.30338238,2006016.4755842497,125565166.77896664
2014-03-28,79.35271453857422,54.04032484309745,상승,매수,1000000,0.0,37327.83932579096,122559150.30338238,2962065.378361255,125521215.68174364
2014-04-04,78.73282623291016,47.78955365383529,중립,관망,0,0.0,37327.83932579096,122559150.30338238,2938926.28728749,125498076.59066987
2014-04-11,76.67268371582031,43.289555552775056,중립,관망,0,0.0,37327.83932579096,122559150.30338238,2862025.6184213297,125421175.92180371
2014-04-18,78.57784271240234,48.325692851597765,중립,관망,0,0.0,37327.83932579096,122559150.30338238,2933141.087335829,125492291.3907182
2014-04-25,78.56873321533203,46.38389538855496,중립,관망,0,0.0,37327.83932579096,122559150.30338238,2932801.0494928495,125491951.35287523
2014-05-02,79.7537841796875,54.14465511066619,상승,매수,1000000,0.0,49866.4293160411,121559150.30338238,3977036.4414831838,125536186.74486557
2014-05-09,79.12483215332031,53.38885721950239,상승,매수,1000000,0.0,62504.68677309704,120559150.30338238,4945672.8497171635,125504823.15309955
2014-05-16,79.9543228149414,53.055381124508585,상승,매수,1000000,0.0,75011.82791060068,119559150.30338238,5997519.9037029985,125556670.20708539
2014-05-23,81.93244934082031,52.076709672206206,상승,매수,1000000,0.0,87217.00434613269,118559150.30338238,7145902.790247621,125705053.09363
2014-05-30,83.23603820800781,55.80540196823599,상승,매수,1000000,0.0,99231.0312211383,117559150.30338238,8259597.906142684,125818748.20952506
2014-06-06,84.61249542236328,57.64082521978943,상승,매수,1000000,0.0,111049.61658501704,116559150.30338238,9396185.17495495,125955335.47833733
2014-06-13,84.15670013427734,55.580665340682856,상승,매수,1000000,0.0,122932.21177238105,115559150.30338238,10345569.282971751,125904719.58635414
2014-06-20,84.79414367675781,63.60185723389802,상승,매수,1000000,0.0,134725.47905050914,114559150.30338238,11423931.627528897,125983081.93091127
2014-06-27,85.68992614746094,64.55601246615792,상승,매수,1000000,0.0,146395.46226742934,113559150.30338238,12544616.350019423,126103766.6534018
2014-07-04,87.47228240966797,75.91239560760634,과열,전량매도,0,12805545.218950469,0.0,126364695.52233285,0.0,126364695.52233285
2014-07-11,87.07923126220703,77.02762797840516,과열,관망,0,0.0,0.0,126364695.52233285,0.0,126364695.52233285
2014-07-18,87.85615539550781,89.49722573107483,과열,관망,0,0.0,0.0,126364695.52233285,0.0,126364695.52233285
2014-07-25,88.42285919189453,88.4005975514674,과열,관망,0,0.0,0.0,126364695.52233285,0.0,126364695.52233285
2014-08-01,86.53080749511719,77.07861635056936,과열,관망,0,0.0,0.0,126364695.52233285,0.0,126364695.52233285
2014-08-08,86.74102783203125,75.45083475154206,과열,관망,0,0.0,0.0,126364695.52233285,0.0,126364695.52233285
2014-08-15,89.02611541748047,82.1823833960475,과열,관망,0,0.0,0.0,126364695.52233285,0.0,126364695.52233285
2014-08-22,90.53424835205078,82.9352159989208,과열,관망,0,0.0,0.0,126364695.52233285,0.0,126364695.52233285
2014-08-29,91.20148468017578,81.41868739400266,과열,관망,0,0.0,0.0,126364695.52233285,0.0,126364695.52233285
2014-09-05,91.30201721191406,79.76864778170605,과열,관망,0,0.0,0.0,126364695.52233285,0.0,126364695.52233285
2014-09-12,90.9272689819336,75.16634862487975,과열,관망,0,0.0,0.0,126364695.52233285,0.0,126364695.52233285
2014-09-19,91.6016845703125,79.16242551968121,과열,관망,0,0.0,0.0,126364695.52233285,0.0,126364695.52233285
2014-09-26,90.50225067138672,71.57800867189226,과열,관망,0,0.0,0.0,126364695.52233285,0.0,126364695.52233285
2014-10-03,89.9433822631836,66.4993574972758,상승,매수,1000000,0.0,11118.105355143272,125364695.52233285,999999.9999999999,126364695.52233285
2014-10-10,86.52593231201172,46.74230828626087,중립,관망,0,0.0,11118.105355143272,125364695.52233285,962004.4313969418,126326699.9537298
2014-10-17,85.20663452148438,43.94024907083572,중립,관망,0,0.0,11118.105355143272,125364695.52233285,947336.339567051,126312031.8618999
2014-10-24,90.35565948486328,56.30449064703512,상승,매수,1000000,0.0,22185.48072156981,124364695.52233285,2004583.7415861606,126369279.26391901
2014-10-31,92.90271759033205,60.27322771495638,상승,매수,1000000,0.0,32949.42849336314,123364695.52233285,3061091.450081756,126425786.9724146
2014-11-07,93.08592224121094,66.3105472057297,상승,매수,1000000,0.0,43692.19147967946,122364695.52233285,4067127.938625541,126431823.46095839
2014-11-14,94.5701675415039,68.31914534302709,상승,매수,1000000,0.0,54266.35060402627,121364695.52233285,5131977.868488756,126496673.3908216
2014-11-21,95.16574096679688,65.5992587409063,상승,매수,1000000,0.0,64774.33372737418,120364695.52233285,6164297.464796145,126528992.98712899
2014-11-28,97.12638092041016,66.37249470005375,상승,매수,1000000,0.0,75070.19763709245,119364695.52233285,7291296.611470716,126655992.13380356
2014-12-05,96.5491714477539,63.34139858830122,상승,매수,1000000,0.0,85427.61432959234,118364695.52233285,8247965.382280409,126612660.90461326
2014-12-12,94.06626892089844,56.16358098618384,상승,매수,1000000,0.0,96058.41760766126,117364695.52233285,9035856.94279823,126400552.46513107
2014-12-19,95.93415069580078,60.46711257478765,상승,매수,1000000,0.0,106482.23428552937,116364695.52233285,10215282.71037354,126579978.23270638
2014-12-26,96.59625244140624,60.44674846852895,상승,매수,1000000,0.0,116834.60277525504,115364695.52233285,11285784.783569958,126650480.30590281
2015-01-02,94.6650848388672,58.414312895343095,상승,매수,1000000,0.0,127398.1595681543,114364695.52233285,12060157.583834868,126424853.10616772
2015-01-09,94.37076568603516,59.045786200540974,상승,매수,1000000,0.0,137994.66149044374,113364695.52233285,13022661.865438405,126387357.38777125
2015-01-16,92.71549224853516,63.62744874072444,상승,매수,1000000,0.0,148780.3454764531,112364695.52233285,13794242.96775647,126158938.49008931
2015-01-23,95.87894439697266,71.73227639389019,과열,전량매도,0,14264902.47129923,0.0,126629597.99363208,0.0,126629597.99363208
2015-01-30,92.97298431396484,55.8655507932372,상승,매수,1000000,0.0,10755.812641477152,125629597.99363208,1000000.0,126629597.99363208
2015-02-06,94.83980560302734,54.47762510113972,상승,매수,1000000,0.0,21299.90848437373,124629597.99363208,2020079.1800202772,126649677.17365235
2015-02-13,98.31594848632812,60.49207817563254,상승,매수,1000000,0.0,31471.19824352263,123629597.99363208,3094120.7053131913,126723718.69894527
2015-02-20,99.69538879394533,60.32524443900687,상승,매수,1000000,0.0,41501.75243562115,122629597.99363208,4137533.344699318,126767131.3383314
2015-02-27,99.68614959716795,59.32714125550299,상승,매수,1000000,0.0,51533.2362881022,121629597.99363208,5137149.90184196,126766747.89547403
2015-03-06,98.77574920654295,53.5573852282271,상승,매수,1000000,0.0,61657.17873382307,120629597.99363208,6090234.023395102,126719832.01702718
2015-03-13,96.87214660644533,50.65889886237883,상승,매수,1000000,0.0,71980.06343320545,119629597.99363208,6972863.257642712,126602461.2512748
2015-03-20,100.0352554321289,61.84844078301144,상승,매수,1000000,0.0,81976.5391325,118629597.99363208,8200544.031561548,126830142.02519363
2015-03-27,97.2608642578125,52.54204285548473,상승,매수,1000000,0.0,92258.16687281358,117629597.99363208,8973109.044891335,126602707.0385234
2015-04-03,96.8921356201172,50.57337150487628,상승,매수,1000000,0.0,102578.92194338689,116629597.99363208,9939090.816704059,126568688.81033614
2015-04-10,99.3162841796875,58.84425606883651,상승,매수,1000000,0.0,112647.76421089213,115629597.99363208,11187757.362575393,126817355.35620748
2015-04-17,97.71247863769533,56.05283762909468,상승,매수,1000000,0.0,122881.87160374483,114629597.99363208,12007092.254040936,126636690.24767302
2015-04-24,101.8879165649414,65.22410271034435,상승,매수,1000000,0.0,132696.57813337163,113629597.99363208,13520177.881306197,127149775.87493828
2015-05-01,100.51454162597656,58.18009931949748,상승,매수,1000000,0.0,142645.38736856755,112629597.99363208,14337935.726411434,126967533.72004351
2015-05-08,100.18272399902344,63.99381011261749,상승,매수,1000000,0.0,152627.1482958283,111629597.99363208,15290603.472478986,126920201.46611106
2015-05-15,101.00305938720705,62.46916781660297,상승,매수,1000000,0.0,162527.83849340322,110629597.99363208,16415808.923423601,127045406.91705568
2015-05-22,101.82341766357422,57.95049202565986,상승,매수,1000000,0.0,172348.7620387512,109629597.99363208,17549139.98087173,127178737.97450382
2015-05-29,101.43628692626952,54.132032811002034,상승,매수,1000000,0.0,182207.16705634483,108629597.99363208,18482418.477550115,127112016.4711822
2015-06-05,100.74500274658205,52.43437743813119,상승,매수,1000000,0.0,192133.21770637497,107629597.99363208,19356461.545538392,126986059.53917047
2015-06-12,100.23805236816406,53.42548405579949,상승,매수,1000000,0.0,202109.4690039072,106629597.99363208,20259059.538115483,126888657.53174756
2015-06-19,101.5217742919922,61.21765680783566,상승,매수,1000000,0.0,211959.57265875317,105629597.99363208,21518511.89448906,127148109.88812114
2015-06-26,100.94898223876952,52.519336142599386,상승,매수,1000000,0.0,221865.56653628184,104629597.99363208,22397103.13566565,127026701.12929773
2015-07-03,99.72946166992188,57.44477004237274,상승,매수,1000000,0.0,231892.69375882452,103629597.99363208,23126533.513755623,126756131.5073877
2015-07-10,99.4523468017578,57.763959635146655,상승,매수,1000000,0.0,241947.7606542628,102629597.99363208,24062272.600496434,126691870.59412852
2015-07-17,104.94001007080078,64.381968673577,상승,매수,1000000,0.0,251477.0145520404,101629597.99363208,26390000.439666033,128019598.43329811
2015-07-24,102.6396255493164,62.16706462978873,상승,매수,1000000,0.0,261219.8404309162,100629597.99363208,26811506.60788142,127441104.6015135
2015-07-31,103.42489624023438,54.55868209949875,상승,매수,1000000,0.0,270888.69228721596,99629597.99363208,28016634.89245809,127646232.88609016
2015-08-07,101.9097671508789,54.10373156266058,상승,매수,1000000,0.0,280701.2944347558,98629597.99363208,28606203.554796264,127235801.54842834
2015-08-14,102.09455871582033,55.67227613582246,상승,매수,1000000,0.0,290496.13573265,97629597.99363208,29658074.786275946,127287672.77990803
2015-08-21,94.6021499633789,36.39523955003007,중립,관망,0,0.0,290496.13573265,97629597.99363208,27481558.996362228,125111156.9899943
2015-08-28,97.57693481445312,41.73158701773227,중립,관망,0,0.0,290496.13573265,97629597.99363208,28345722.500235315,125975320.4938674
2015-09-04,94.3804168701172,37.6162117908755,중립,관망,0,0.0,290496.13573265,97629597.99363208,27417146.389605656,125046744.38323773
2015-09-11,97.53074645996094,44.80690081070719,중립,관망,0,0.0,290496.13573265,97629597.99363208,28332304.961739484,125961902.95537156
2015-09-18,97.56423950195312,45.61294932400801,중립,관망,0,0.0,290496.13573265,97629597.99363208,28342034.56101215,125971632.55464423
2015-09-25,95.31387329101562,40.1275619525268,중립,관망,0,0.0,290496.13573265,97629597.99363208,27688311.872751478,125317909.86638355
2015-10-02,96.32331848144533,42.74456220616915,중립,관망,0,0.0,290496.13573265,97629597.99363208,27981551.799805216,125611149.7934373
2015-10-09,98.65709686279295,48.37478513659795,중립,관망,0,0.0,290496.13573265,97629597.99363208,28659505.4012431,126289103.39487518
2015-10-16,100.12956237792967,50.99046270689874,상승,매수,1000000,0.0,300483.1962595461,96629597.99363208,30087250.943389904,126716848.93702199
2015-10-23,104.4451904296875,49.25060921148565,중립,관망,0,0.0,300483.1962595461,96629597.99363208,31384024.654249456,128013622.64788154
2015-10-30,104.95453643798828,53.70697069804719,상승,매수,1000000,0.0,310011.13124871964,95629597.99363208,32537074.570825715,128166672.56445779
2015-11-06,106.3066177368164,54.53235331315984,상승,매수,1000000,0.0,319417.88335210894,94629597.99363208,33956234.82381566,128585832.81744774
2015-11-13,101.72242736816406,49.73129404977457,중립,관망,0,0.0,319417.88335210894,94629597.99363208,32491962.439377602,127121560.43300968
2015-11-20,106.01953125,55.0356392652497,상승,매수,1000000,0.0,328850.1076621933,93629597.99363208,34864534.26585776,128494132.25948983
2015-11-27,105.86209869384766,67.79555889956401,상승,매수,1000000,0.0,338296.3590811454,92629597.99363208,35812762.55281754,128442360.54644962
2015-12-04,106.6307601928711,65.38152754112122,상승,매수,1000000,0.0,347674.5159862563,91629597.99363208,37072797.939303026,128702395.9329351
2015-12-11,102.60222625732422,63.58399470782754,상승,매수,1000000,0.0,357420.8931992811,90629597.99363208,36672179.353127554,127301777.34675963
2015-12-18,102.02384185791016,58.112942736236896,상승,매수,1000000,0.0,367222.5236984806,89629597.99363208,37465452.68447645,127095050.67810853
2015-12-25,104.58768463134766,61.62004018518813,상승,매수,1000000,0.0,376783.8788764331,88629597.99363208,39406953.49810428,128036551.49173635
2016-01-01,103.9095687866211,65.0017323185666,상승,매수,1000000,0.0,386407.6316422011,87629597.99363208,40151450.37980064,127781048.37343273
2016-01-08,96.61748504638672,50.42106024141644,상승,매수,1000000,0.0,396757.72510116344,86629597.99363208,38333733.57200007,124963331.56563215
2016-01-15,93.67278289794922,42.98824806230839,중립,관망,0,0.0,396757.72510116344,86629597.99363208,37165400.2464855,123794998.24011758
2016-01-22,96.39453125,44.9241059708667,중립,관망,0,0.0,396757.72510116344,86629597.99363208,38245274.930943005,124874872.92457509
2016-01-29,96.7289581298828,38.24127008634691,중립,관망,0,0.0,396757.72510116344,86629597.99363208,38377961.37901799,125007559.37265006
2016-02-05,91.1461410522461,31.77548580740735,중립,관망,0,0.0,396757.72510116344,86629597.99363208,36162935.57563892,122792533.569271
2016-02-12,91.05322265625,29.1762307606259,침체,매수,2000000,0.0,418722.9004310969,84629597.99363208,38126069.48422346,122755667.47785553
2016-02-19,94.4066390991211,39.6652689361304,중립,관망,0,0.0,418722.9004310969,84629597.99363208,39530221.74353578,124159819.73716787
2016-02-26,96.07869720458984,34.83201970982395,중립,관망,0,0.0,418722.9004310969,84629597.99363208,40230350.76314698,124859948.75677906
2016-03-04,98.15950012207033,38.89875939503219,중립,관망,0,0.0,418722.9004310969,84629597.99363208,41101630.5959799,125731228.58961198
2016-03-11,98.92122650146484,38.88654266274963,중립,관망,0,0.0,418722.9004310969,84629597.99363208,41420582.87489485,126050180.86852694
2016-03-18,100.03453063964844,45.9589746225148,중립,관망,0,0.0,418722.9004310969,84629597.99363208,41886748.81269702,126516346.8063291
2016-03-25,99.93207550048828,46.65792421026559,중립,관망,0,0.0,418722.9004310969,84629597.99363208,41843848.499663815,126473446.4932959
2016-04-01,102.82025909423828,47.20509978201564,중립,관망,0,0.0,418722.9004310969,84629597.99363208,43053197.11101632,127682795.1046484
2016-04-08,101.55318450927734,46.34189500015397,중립,관망,0,0.0,418722.9004310969,84629597.99363208,42522643.96573895,127152241.95937103
2016-04-15,103.08116149902344,62.22162210975885,상승,매수,1000000,0.0,428423.9940689434,83629597.99363208,44162442.92267741,127792040.91630949
2016-04-22,101.53453826904295,65.6949257455903,상승,매수,1000000,0.0,438272.85946044425,82629597.99363208,44499832.42116936,127129430.41480145
2016-04-29,98.49727630615234,54.14561976196429,상승,매수,1000000,0.0,448425.4244602293,81629597.99363208,44168682.93576285,125798280.92939493
2016-05-06,98.36681365966795,53.25525741730806,상승,매수,1000000,0.0,458591.454677085,80629597.99363208,45110180.16813688,125739778.16176896
2016-05-13,98.29229736328124,68.18473211009525,상승,매수,1000000,0.0,468765.1918551272,79629597.99363208,46076007.631379746,125705605.62501183
2016-05-20,99.19602966308594,69.89972703678288,상승,매수,1000000,0.0,478846.2404958485,78629597.99363208,47499645.87628337,126129243.86991546
2016-05-27,102.60598754882812,69.98268188023386,상승,매수,1000000,0.0,488592.26042986184,77629597.99363208,50132491.39012019,127762089.38375227
2016-06-03,102.5407257080078,67.08686959977558,상승,매수,1000000,0.0,498344.4831988675,76629597.99363208,51100604.95979398,127730202.95342606
2016-06-10,101.49725341796876,59.33793521506754,상승,매수,1000000,0.0,508196.9665550621,75629597.99363208,51580596.300682135,127210194.2943142
2016-06-17,99.47892761230467,51.457767053216166,상승,매수,1000000,0.0,518249.34673247277,74629597.99363208,51554889.24872384,126184487.24235591
2016-06-24,97.4237823486328,43.49603941803505,중립,관망,0,0.0,518249.34673247277,74629597.99363208,50489811.55838556,125119409.55201763
2016-07-01,100.9642333984375,52.19529166108189,상승,매수,1000000,0.0,528153.844259371,73629597.99363208,53324648.00208515,126954245.99571723
2016-07-08,103.03807067871094,50.4798859394714,상승,매수,1000000,0.0,537858.9949227425,72629597.99363208,55419953.13402997,128049551.12766205
2016-07-15,104.43933868408205,56.32144110422272,상승,매수,1000000,0.0,547433.9310780249,71629597.99363208,57173637.73501627,128803235.72864835
2016-07-22,106.16751098632812,56.70115525164076,상승,매수,1000000,0.0,556853.0084465126,70629597.99363208,59119697.892014995,129749295.88564707
2016-07-29,107.64347839355467,63.304697139936486,상승,매수,1000000,0.0,566142.9349234693,69629597.99363208,60941594.7830981,130571192.77673018
2016-08-05,109.09144592285156,74.78917758639705,과열,전량매도,0,61761351.36980812,0.0,131390949.3634402,0.0,131390949.3634402
2016-08-12,109.4837875366211,75.69754883529642,과열,관망,0,0.0,0.0,131390949.3634402,0.0,131390949.3634402
2016-08-19,109.53983306884766,76.02157077947315,과열,관망,0,0.0,0.0,131390949.3634402,0.0,131390949.3634402
2016-08-26,109.09144592285156,73.38612020462753,과열,관망,0,0.0,0.0,131390949.3634402,0.0,131390949.3634402
2016-09-02,109.40906524658205,68.83021169319501,상승,매수,1000000,0.0,9140.01045293859,130390949.3634402,1000000.0000000001,131390949.3634402
2016-09-09,106.75604248046876,60.205578184950966,상승,매수,1000000,0.0,18507.16173323218,129390949.3634402,1975751.3441858406,131366700.70762604
2016-09-16,109.84236145019533,68.38545017887742,상승,매수,1000000,0.0,27611.117500365057,128390949.3634402,3032870.348518912,131423819.71195911
2016-09-23,110.81632232666016,76.18274880848554,과열,전량매도,0,3059762.4967197413,0.0,131450711.86015995,0.0,131450711.86015995
2016-09-30,111.18157196044922,84.46234859688023,과열,관망,0,0.0,0.0,131450711.86015995,0.0,131450711.86015995
2016-10-07,110.94745635986328,79.97195485473742,과열,관망,0,0.0,0.0,131450711.86015995,0.0,131450711.86015995
2016-10-14,109.70189666748048,71.05341686170821,과열,관망,0,0.0,0.0,131450711.86015995,0.0,131450711.86015995
2016-10-21,110.64779663085938,70.1958495209363,과열,관망,0,0.0,0.0,131450711.86015995,0.0,131450711.86015995
2016-10-28,109.66443634033205,61.95463306616737,상승,매수,1000000,0.0,9118.72648391321,130450711.86015995,1000000.0,131450711.86015995
2016-11-04,106.43350219726562,46.30672053252309,중립,관망,0,0.0,9118.72648391321,130450711.86015995,970537.9952618409,131421249.8554218
2016-11-11,108.4469757080078,48.09849161528261,중립,관망,0,0.0,9118.72648391321,130450711.86015995,988898.3094889031,131439610.16964886
2016-11-18,109.8704833984375,51.075502229940405,상승,매수,1000000,0.0,18220.35204401538,129450711.86015995,2001878.8867656786,131452590.74692562
2016-11-25,111.25650787353516,54.44563166030734,상승,매수,1000000,0.0,27208.59029733802,128450711.86015995,3027132.74064358,131477844.60080352
2016-12-02,108.35333251953124,48.30414055723948,중립,관망,0,0.0,27208.59029733802,128450711.86015995,2948141.431875158,131398853.2920351
2016-12-09,111.91205596923828,55.005315454852784,상승,매수,1000000,0.0,36144.178079541525,127450711.86015995,4044969.2801997666,131495681.14035971
2016-12-16,112.3369369506836,62.2521388093015,상승,매수,1000000,0.0,45045.969664254255,126450711.86015995,5060326.254055736,131511038.11421569
2016-12-23,112.90048217773438,57.55001650013333,상승,매수,1000000,0.0,53903.32776150085,125450711.86015995,6085711.695257901,131536423.55541785
