Date,Close,WeeklyRSI,WeeklyMode,Action,BuyAmount,SellAmount,Shares,Cash,StockValue,TotalAsset
2013-02-06,60.19694900512695,59.33867617882596,상승,매수,200000,0.0,104727.6148231212,113176332.32873964,6304282.888936005,119480615.21767564
2013-02-07,60.25065994262695,59.33867617882596,상승,매수,200000,0.0,108047.08053835898,112976332.32873964,6509907.907310293,119486240.23604994
2013-02-08,60.8683967590332,61.00160869034687,상승,매수,200000,0.0,111332.8578981893,112776332.32873964,6776652.566864049,119552984.89560369
2013-02-11,60.88629913330078,61.00160869034687,상승,매수,200000,0.0,114617.66914221206,112576332.32873964,6978645.6893544225,119554978.01809406
2013-02-12,60.63561630249024,61.00160869034687,상승,매수,200000,0.0,117916.06061896837,112376332.32873964,7149913.007592946,119526245.33633259
2013-02-13,60.850467681884766,61.00160869034687,상승,매수,200000,0.0,121202.80610538869,112176332.32873964,7375247.4358697,119551579.76460934
2013-02-14,60.83256912231445,61.00160869034687,상승,매수,200000,0.0,124490.51863973628,111976332.32873964,7573078.080224534,119549410.40896417
2013-02-15,60.65353775024414,68.01312102907147,상승,매수,200000,0.0,127787.93553277143,111776332.32873964,7750790.371862716,119527122.70060235
2013-02-19,61.0921745300293,68.01312102907147,상승,매수,200000,0.0,131061.6772441864,111576332.32873964,8006842.860400205,119583175.18913984
2013-02-20,60.15216827392578,68.01312102907147,상승,매수,200000,0.0,134386.57817027144,111376332.32873964,8083644.063855249,119459976.39259489
2013-02-21,59.5075798034668,68.01312102907147,상승,매수,200000,0.0,137747.49455538628,111176332.32873964,8197020.024982257,119373352.3537219
2013-02-22,60.10742568969727,70.81890072544286,과열,전량매도,0,8279647.292929861,0.0,119455979.6216695,0.0,119455979.6216695
2013-02-25,59.364349365234375,70.81890072544286,과열,관망,0,0.0,0.0,119455979.6216695,0.0,119455979.6216695
2013-02-26,59.5881462097168,70.81890072544286,과열,관망,0,0.0,0.0,119455979.6216695,0.0,119455979.6216695
2013-02-27,60.19694900512695,70.81890072544286,과열,관망,0,0.0,0.0,119455979.6216695,0.0,119455979.6216695
2013-02-28,60.07160949707031,70.81890072544286,과열,관망,0,0.0,0.0,119455979.6216695,0.0,119455979.6216695
2013-03-01,60.322265625,64.04664578980478,상승,매수,200000,0.0,3315.5253359235876,119255979.6216695,200000.0,119455979.6216695
2013-03-04,60.590858459472656,64.04664578980478,상승,매수,200000,0.0,6616.353300488139,119055979.6216695,400890.5263477416,119456870.14801724
2013-03-05,61.48611068725586,64.04664578980478,상승,매수,200000,0.0,9869.120433821452,118855979.6216695,606813.8313798044,119462793.4530493
2013-03-06,61.33392333984375,64.04664578980478,상승,매수,200000,0.0,13129.958630847012,118655979.6216695,805311.8761196904,119461291.49778919
2013-03-07,61.495059967041016,64.04664578980478,상승,매수,200000,0.0,16382.252394072746,118455979.6216695,1007427.5933687048,119463407.21503821
2013-03-08,61.566673278808594,65.72525302702027,상승,매수,200000,0.0,19630.76314426851,118255979.6216695,1208600.7807168565,119464580.40238635
2013-03-11,61.7457160949707,65.72525302702027,상승,매수,200000,0.0,22869.85425291127,118055979.6216695,1412115.5278336178,119468095.14950311
2013-03-12,61.52192687988281,65.72525302702027,상승,매수,200000,0.0,26120.727724258904,117855979.6216695,1606997.5011011842,119462977.12277068
2013-03-13,61.441349029541016,65.72525302702027,상승,매수,200000,0.0,29375.864585004587,117655979.6216695,1804892.7490118,119460872.3706813
2013-03-14,61.64725112915039,65.72525302702027,상승,매수,200000,0.0,32620.129273806393,117455979.6216695,2010941.3012076928,119466920.92287719
2013-03-15,61.47587203979492,70.8276488722463,과열,전량매도,0,2005350.8931580903,0.0,119461330.5148276,0.0,119461330.5148276
2013-03-18,61.34124374389648,70.8276488722463,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-03-19,61.22461700439453,70.8276488722463,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-03-20,61.65535354614258,70.8276488722463,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-03-21,60.95539093017578,70.8276488722463,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-03-22,61.547630310058594,72.81554765651654,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-03-25,61.32331848144531,72.81554765651654,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-03-26,61.65535354614258,72.81554765651654,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-03-27,61.736106872558594,72.81554765651654,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-03-28,61.88862991333008,72.81554765651654,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-01,61.46687698364258,71.37413921614439,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-02,61.951438903808594,71.37413921614439,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-03,61.386138916015625,71.37413921614439,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-04,61.40407180786133,71.37413921614439,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-05,60.89259338378906,73.84370138328059,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-08,61.215633392333984,73.84370138328059,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-09,61.628414154052734,73.84370138328059,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-10,62.830814361572266,73.84370138328059,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-11,62.80392074584961,73.84370138328059,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-12,62.759056091308594,71.37888365639633,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-15,61.5207405090332,71.37888365639633,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-16,62.337310791015625,71.37888365639633,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-17,61.116920471191406,71.37888365639633,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-18,60.27345657348633,71.37888365639633,과열,관망,0,0.0,0.0,119461330.5148276,0.0,119461330.5148276
2013-04-19,61.09897994995117,55.28453023053899,상승,매수,200000,0.0,3273.377070514576,119261330.5148276,200000.0,119461330.5148276
2013-04-22,61.72711944580078,55.28453023053899,상승,매수,200000,0.0,6513.444026427027,119061330.5148276,402056.13742279867,119463386.6522504
2013-04-23,62.31935501098633,55.28453023053899,상승,매수,200000,0.0,9722.71985999016,118861330.5148276,605913.6306270941,119467244.14545469
2013-04-24,62.29244613647461,55.28453023053899,상승,매수,200000,0.0,12933.382025380586,118661330.5148276,805652.003178469,119466982.51800606
2013-04-25,62.62447738647461,55.28453023053899,상승,매수,200000,0.0,16127.021451155582,118461330.5148276,1009946.2901790837,119471276.80500668
2013-04-26,62.427040100097656,62.50762066283145,상승,매수,200000,0.0,19330.761363849073,118261330.5148276,1206762.2148264246,119468092.72965401
2013-04-29,63.00130844116211,62.50762066283145,상승,매수,200000,0.0,22505.298606782417,118061330.5148276,1417863.2590863549,119479193.77391395
2013-04-30,63.458980560302734,62.50762066283145,상승,매수,200000,0.0,25656.940789403794,117861330.5148276,1628163.3067916136,119489493.82161921
2013-05-01,63.162841796875,62.50762066283145,상승,매수,200000,0.0,28823.359435404218,117661330.5148276,1820565.292072901,119481895.8069005
2013-05-02,63.96148300170898,62.50762066283145,상승,매수,200000,0.0,31950.241280758808,117461330.5148276,2043584.814579755,119504915.32940735
2013-05-03,64.71520233154297,70.14285839521571,과열,전량매도,0,2067666.3290259228,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-06,64.96649169921875,70.14285839521571,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-07,64.93057250976562,70.14285839521571,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-08,65.24462127685547,70.14285839521571,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-09,65.15491485595703,70.14285839521571,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-10,65.54972076416016,70.74941869157098,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-13,65.63045501708984,70.74941869157098,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-14,65.97146606445312,70.74941869157098,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-15,66.10607147216797,70.74941869157098,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-16,66.0342788696289,70.74941869157098,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-17,66.67137908935547,72.63473932398297,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-20,66.57269287109375,72.63473932398297,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-21,66.64448547363281,72.63473932398297,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-22,66.06121826171875,72.63473932398297,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-23,65.90864562988281,72.63473932398297,과열,관망,0,0.0,0.0,119528996.84385352,0.0,119528996.84385352
2013-05-24,65.87279510498047,69.47124121821189,상승,매수,200000,0.0,3036.154753738065,119328996.84385352,200000.0,119528996.84385352
2013-05-28,66.30347442626953,69.47124121821189,상승,매수,200000,0.0,6052.587930590706,119128996.84385352,401307.60906866845,119530304.45292218
2013-05-29,65.98942565917969,69.47124121821189,상승,매수,200000,0.0,9083.376545617517,118928996.84385352,599406.8012913635,119528403.64514488
2013-05-30,66.33937072753906,69.47124121821189,상승,매수,200000,0.0,12098.17752739673,118728996.84385352,802585.4841175536,119531582.32797107
2013-05-31,65.72917938232422,71.62216131087274,과열,전량매도,0,795203.2808974633,0.0,119524200.12475099,0.0,119524200.12475099
2013-06-03,65.84588623046875,71.62216131087274,과열,관망,0,0.0,0.0,119524200.12475099,0.0,119524200.12475099
2013-06-04,65.50487518310547,71.62216131087274,과열,관망,0,0.0,0.0,119524200.12475099,0.0,119524200.12475099
2013-06-05,64.65241241455078,71.62216131087274,과열,관망,0,0.0,0.0,119524200.12475099,0.0,119524200.12475099
2013-06-06,64.96649169921875,71.62216131087274,과열,관망,0,0.0,0.0,119524200.12475099,0.0,119524200.12475099
2013-06-07,65.85479736328125,71.42605152109128,과열,관망,0,0.0,0.0,119524200.12475099,0.0,119524200.12475099
2013-06-10,65.8817138671875,71.42605152109128,과열,관망,0,0.0,0.0,119524200.12475099,0.0,119524200.12475099
2013-06-11,65.2266845703125,71.42605152109128,과열,관망,0,0.0,0.0,119524200.12475099,0.0,119524200.12475099
2013-06-12,64.47293853759766,71.42605152109128,과열,관망,0,0.0,0.0,119524200.12475099,0.0,119524200.12475099
2013-06-13,65.28949737548828,71.42605152109128,과열,관망,0,0.0,0.0,119524200.12475099,0.0,119524200.12475099
2013-06-14,64.85877227783203,62.99953063325948,상승,매수,200000,0.0,3083.6229699703654,119324200.12475099,200000.0,119524200.12475099
2013-06-17,65.48690795898438,62.99953063325948,상승,매수,200000,0.0,6137.668522483909,119124200.12475099,401936.9336146594,119526137.05836564
2013-06-18,66.02529907226562,62.99953063325948,상승,매수,200000,0.0,9166.810424303956,118924200.12475099,605241.3998034309,119529441.52455442
2013-06-19,65.28949737548828,62.99953063325948,상승,매수,200000,0.0,12230.09024785313,118724200.12475099,798496.4451391917,119522696.56989017
2013-06-20,63.737098693847656,62.99953063325948,상승,매수,200000,0.0,15367.980175361006,118524200.12475099,979510.4691620787,119503710.59391306
2013-06-21,63.39866256713867,56.85160244263553,상승,매수,200000,0.0,18522.620855488945,118324200.12475099,1174309.3894761892,119498509.51422718
2013-06-24,62.768550872802734,56.85160244263553,상승,매수,200000,0.0,21708.929878383067,118124200.12475099,1362638.0694653948,119486838.19421639
2013-06-25,63.227638244628906,56.85160244263553,상승,매수,200000,0.0,24872.103540290165,117924200.12475099,1572604.3650284205,119496804.48977941
2013-06-26,63.79473114013672,56.85160244263553,상승,매수,200000,0.0,28007.158683961257,117724200.12475099,1786709.1582424538,119510909.28299344
2013-06-27,64.06478881835938,56.85160244263553,상승,매수,200000,0.0,31128.998366708875,117524200.12475099,1994272.706490258,119518472.83124125
2013-06-28,64.1548080444336,58.85826638981992,상승,매수,200000,0.0,34246.45762029249,117324200.12475099,2197074.9148316947,119521275.03958268
2013-07-01,64.55085754394531,58.85826638981992,상승,매수,200000,0.0,37344.78981307308,117124200.12475099,2410638.2072322606,119534838.33198325
2013-07-02,64.57787322998047,58.85826638981992,상승,매수,200000,0.0,40441.82584099773,116924200.12475099,2611647.1023488995,119535847.22709988
2013-07-03,64.83891296386719,58.85826638981992,상승,매수,200000,0.0,43526.39328449349,116724200.12475099,2822204.0258043264,119546404.15055531
2013-07-05,65.33403015136719,61.075398562587296,상승,매수,200000,0.0,46587.58512489635,116524200.12475099,3043754.691229364,119567954.81598035
2013-07-08,65.39702606201172,61.075398562587296,상승,매수,200000,0.0,49645.82816809457,116324200.12475099,3246689.5185790365,119570889.64333002
2013-07-09,65.79310607910156,61.075398562587296,상승,매수,200000,0.0,52685.6603316581,116124200.12475099,3466353.2390482947,119590553.36379927
2013-07-10,66.17119598388672,61.075398562587296,상승,매수,200000,0.0,55708.12345970405,115924200.12475099,3686273.1553466343,119610473.28009762
2013-07-11,67.48544311523438,61.075398562587296,상승,매수,200000,0.0,58671.72554583826,115724200.12475099,3959487.3967963113,119683687.5215473
2013-07-12,67.78247833251953,70.25637666810371,과열,전량매도,0,3976914.965542314,0.0,119701115.0902933,0.0,119701115.0902933
2013-07-15,67.93550109863281,70.25637666810371,과열,관망,0,0.0,0.0,119701115.0902933,0.0,119701115.0902933
2013-07-16,67.84552001953125,70.25637666810371,과열,관망,0,0.0,0.0,119701115.0902933,0.0,119701115.0902933
2013-07-17,68.01651763916016,70.25637666810371,과열,관망,0,0.0,0.0,119701115.0902933,0.0,119701115.0902933
2013-07-18,67.84552001953125,70.25637666810371,과열,관망,0,0.0,0.0,119701115.0902933,0.0,119701115.0902933
2013-07-19,67.14337158203125,63.89257292826575,상승,매수,200000,0.0,2978.70058186836,119501115.0902933,200000.0,119701115.0902933
2013-07-22,67.34140014648438,63.89257292826575,상승,매수,200000,0.0,5948.641800271156,119301115.0902933,400589.8678001631,119701704.95809346
2013-07-23,66.84629821777344,63.89257292826575,상승,매수,200000,0.0,8940.580102500478,119101115.0902933,597644.6837716384,119698759.77406494
2013-07-24,67.06233978271484,63.89257292826575,상승,매수,200000,0.0,11922.879864900799,118901115.0902933,799576.2206884666,119700691.31098177
2013-07-25,67.48544311523438,63.89257292826575,상승,매수,200000,0.0,14886.481951035006,118701115.0902933,1004620.8308925361,119705735.92118584
2013-07-26,67.84552001953125,72.75942148796491,과열,전량매도,0,1009981.1092293361,0.0,119711096.19952264,0.0,119711096.19952264
2013-07-29,67.719482421875,72.75942148796491,과열,관망,0,0.0,0.0,119711096.19952264,0.0,119711096.19952264
2013-07-30,68.07950592041016,72.75942148796491,과열,관망,0,0.0,0.0,119711096.19952264,0.0,119711096.19952264
2013-07-31,68.2055435180664,72.75942148796491,과열,관망,0,0.0,0.0,119711096.19952264,0.0,119711096.19952264
2013-08-01,68.89864349365234,72.75942148796491,과열,관망,0,0.0,0.0,119711096.19952264,0.0,119711096.19952264
2013-08-02,69.2857437133789,72.96402069097644,과열,관망,0,0.0,0.0,119711096.19952264,0.0,119711096.19952264
2013-08-05,69.33074951171875,72.96402069097644,과열,관망,0,0.0,0.0,119711096.19952264,0.0,119711096.19952264
2013-08-06,68.91666412353516,72.96402069097644,과열,관망,0,0.0,0.0,119711096.19952264,0.0,119711096.19952264
2013-08-07,68.79066467285156,72.96402069097644,과열,관망,0,0.0,0.0,119711096.19952264,0.0,119711096.19952264
2013-08-08,69.13272094726562,72.96402069097644,과열,관망,0,0.0,0.0,119711096.19952264,0.0,119711096.19952264
2013-08-09,68.85367584228516,65.82288708955699,상승,매수,200000,0.0,2904.710569964572,119511096.19952264,200000.0,119711096.19952264
2013-08-12,69.01567840576172,65.82288708955699,상승,매수,200000,0.0,5802.602826042188,119311096.19952264,400470.57055849175,119711566.77008113
2013-08-13,69.40277862548828,65.82288708955699,상승,매수,200000,0.0,8684.331828266168,119111096.19952264,602716.7593874388,119713812.95891008
2013-08-14,69.14170837402344,65.82288708955699,상승,매수,200000,0.0,11576.94187079066,118911096.19952264,800449.5386932292,119711545.73821588
2013-08-15,67.97148895263672,65.82288708955699,상승,매수,200000,0.0,14519.35203543134,118711096.19952264,986901.9764757648,119697998.1759984
2013-08-16,67.94450378417969,59.104153542188016,상승,매수,200000,0.0,17462.93082195518,118511096.19952264,1186510.1693152017,119697606.36883785
2013-08-19,67.8274917602539,59.104153542188016,상승,매수,200000,0.0,20411.587698534502,118311096.19952264,1384466.796436049,119695562.99595869
2013-08-20,68.12454223632812,59.104153542188016,상승,매수,200000,0.0,23347.38724205566,118111096.19952264,1590530.0682793295,119701626.26780197
2013-08-21,67.89049530029297,59.104153542188016,상승,매수,200000,0.0,26293.30771465438,117911096.19952264,1785065.6838309001,119696161.88335355
2013-08-22,68.55661010742188,59.104153542188016,상승,매수,200000,0.0,29210.60481681008,117711096.19952264,2002580.0454280279,119713676.24495067
2013-08-23,69.01567840576172,58.94657247791687,상승,매수,200000,0.0,32108.497072887694,117511096.19952264,2215989.7080747588,119727085.90759741
2013-08-26,69.05168914794922,58.94657247791687,상승,매수,200000,0.0,35004.87806613874,117311096.19952264,2417145.958884878,119728242.15840752
2013-08-27,67.63845825195312,58.94657247791687,상승,매수,200000,0.0,37961.775741940284,117111096.19952264,2567675.9836912346,119678772.18321387
2013-08-28,67.89947509765625,58.94657247791687,상승,매수,200000,0.0,40907.306612574415,116911096.19952264,2777584.6466526855,119688680.84617533
2013-08-29,68.37660217285156,58.94657247791687,상승,매수,200000,0.0,43832.283777927165,116711096.19952264,2997102.630210861,119708198.8297335
2013-08-30,67.93550109863281,57.70629414480923,상승,매수,200000,0.0,46776.25264200646,116511096.19952264,3177768.1627509557,119688864.3622736
2013-09-03,68.32258605957031,57.70629414480923,상승,매수,200000,0.0,49703.54230615384,116311096.19952264,3395874.5466776895,119706970.74620034
2013-09-04,69.05168914794922,57.70629414480923,상승,매수,200000,0.0,52599.92329940489,116111096.19952264,3632113.5528764776,119743209.75239912
2013-09-05,69.1687240600586,57.70629414480923,상승,매수,200000,0.0,55491.40355609347,115911096.19952264,3838269.5802767836,119749365.77979943
2013-09-06,69.24976348876953,62.094983825301725,상승,매수,200000,0.0,58379.50006247988,115711096.19952264,4042766.5719193374,119753862.77144198
2013-09-09,70.05989074707031,62.094983825301725,상승,매수,200000,0.0,61234.20048903405,115511096.19952264,4290061.396245925,119801157.59576857
2013-09-10,70.40192413330078,62.094983825301725,상승,매수,200000,0.0,64075.03193593193,115311096.19952264,4511005.537192305,119822101.73671494
2013-09-11,70.26692199707031,62.094983825301725,상승,매수,200000,0.0,66921.32140351867,115111096.19952264,4702355.271001918,119813451.47052456
2013-09-12,70.22193908691406,62.094983825301725,상승,매수,200000,0.0,69769.434152904,114911096.19952264,4899344.955213686,119810441.15473633
2013-09-13,70.26692199707031,64.28293400972602,상승,매수,200000,0.0,72615.72362049074,114711096.19952264,5102483.387401839,119813579.58692448
2013-09-16,70.07791137695312,64.28293400972602,상승,매수,200000,0.0,75469.68995696142,114511096.19952264,5288758.244450072,119799854.44397272
2013-09-17,70.54598236083984,64.28293400972602,상승,매수,200000,0.0,78304.7202918855,114311096.19952264,5524083.4164818525,119835179.6160045
2013-09-18,71.39215087890625,64.28293400972602,상승,매수,200000,0.0,81106.14870576304,114111096.19952264,5790342.405608842,119901438.60513149
2013-09-19,71.56315612792969,64.28293400972602,상승,매수,200000,0.0,83900.88290729086,113911096.19952264,6004211.982765603,119915308.18228824
2013-09-20,71.31758117675781,70.83476486321794,과열,전량매도,0,5983608.027542368,0.0,119894704.22706501,0.0,119894704.22706501
2013-09-23,71.17312622070312,70.83476486321794,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-09-24,71.17312622070312,70.83476486321794,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-09-25,70.92936706542969,70.83476486321794,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-09-26,71.48011779785156,70.83476486321794,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-09-27,71.38982391357422,78.31293515137868,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-09-30,71.21827697753906,78.31293515137868,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-01,71.9405746459961,78.31293515137868,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-02,71.91349792480469,78.31293515137868,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-03,71.07379913330078,78.31293515137868,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-04,71.68775939941406,77.58514620399328,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-07,71.09186553955078,77.58514620399328,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-08,69.71952056884766,77.58514620399328,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-09,69.50283813476562,77.58514620399328,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-10,70.97449493408203,77.58514620399328,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-11,71.53425598144531,74.54897070711098,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-14,72.03985595703125,74.54897070711098,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-15,71.7599868774414,74.54897070711098,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-16,72.57259368896484,74.54897070711098,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-17,72.98790740966797,74.54897070711098,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-18,74.17066192626953,74.92222519867846,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-21,74.33316802978516,74.92222519867846,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-22,74.44149780273438,74.92222519867846,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-23,73.99010467529297,74.92222519867846,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-24,74.31512451171875,74.92222519867846,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-25,74.84778594970703,79.96834107594046,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-28,74.86585998535156,79.96834107594046,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-29,74.99227905273438,79.96834107594046,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-30,74.9200439453125,79.96834107594046,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-10-31,74.74850463867188,79.96834107594046,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-01,74.76654052734375,78.28750506719885,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-04,74.8749008178711,78.28750506719885,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-05,74.9561538696289,78.28750506719885,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-06,74.93807220458984,78.28750506719885,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-07,73.52960205078125,78.28750506719885,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-08,74.52275848388672,73.72500224660072,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-11,74.40538024902344,73.72500224660072,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-12,74.52275848388672,73.72500224660072,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-13,75.42562103271484,73.72500224660072,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-14,75.6603775024414,73.72500224660072,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-15,75.80484008789062,79.23869880356318,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-18,75.06448364257812,79.23869880356318,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-19,74.84778594970703,79.23869880356318,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-20,74.66722869873047,79.23869880356318,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-21,75.42562103271484,79.23869880356318,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-22,75.8319320678711,85.83616363254431,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-25,76.01251983642578,85.83616363254431,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-26,76.4097671508789,85.83616363254431,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-27,76.94245910644531,85.83616363254431,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-11-29,77.4029541015625,86.4515435928281,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-02,77.17719268798828,86.4515435928281,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-03,77.1139907836914,86.4515435928281,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-04,77.18621826171875,86.4515435928281,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-05,77.0868911743164,86.4515435928281,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-06,77.646728515625,95.5144552654125,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-09,77.96269989013672,95.5144552654125,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-10,77.90851593017578,95.5144552654125,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-11,76.90631103515625,95.5144552654125,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-12,76.70771789550781,95.5144552654125,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-13,76.6083984375,85.40407166040083,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-16,77.03276824951172,85.40407166040083,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-17,76.87928009033203,85.40407166040083,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-18,77.77308654785156,85.40407166040083,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
2013-12-19,77.55641174316406,85.40407166040083,과열,관망,0,0.0,0.0,119894704.22706501,0.0,119894704.22706501
